City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
387,Sinegorskiy,RU,2021-09-25 14:56:59,48.0139,40.8447,58.75,61,88,7.7
388,Arinos,BR,2021-09-25 14:57:00,-15.9169,-46.1056,97.86,24,3,3.96
389,Pangody,RU,2021-09-25 14:57:00,65.85,74.4859,33.6,77,6,7.92
390,Seybaplaya,MX,2021-09-25 14:55:14,19.65,-90.6667,81.7,71,89,5.06
391,Bay Roberts,CA,2021-09-25 14:57:00,47.5999,-53.2648,58.05,71,58,5.01
392,Vung Tau,VN,2021-09-25 14:57:00,10.346,107.0843,78.84,86,100,9.82
393,Ust-Koksa,RU,2021-09-25 14:57:01,50.2696,85.6108,30.92,74,85,2.42
394,Okhotsk,RU,2021-09-25 14:57:01,59.3833,143.3,45.91,71,16,7.94
395,Ternate,ID,2021-09-25 14:57:01,0.8,127.4,81.07,80,99,6.02
396,Labrea,BR,2021-09-25 14:53:08,-7.2586,-64.7981,97.81,37,37,2.28
397,Morgan City,US,2021-09-25 14:57:01,29.6994,-91.2068,75.0,66,5,5.7
398,Yelizovo,RU,2021-09-25 14:57:01,53.1873,158.3805,41.14,100,20,6.71
399,Maues,BR,2021-09-25 14:57:02,-3.3836,-57.7186,97.14,36,61,3.71
400,Namatanai,PG,2021-09-25 14:57:02,-3.6667,152.4333,79.3,82,14,8.23
401,Ornskoldsvik,SE,2021-09-25 14:57:02,63.2909,18.7153,57.02,71,12,14.97
402,Hovd,MN,2021-09-25 14:56:56,48.0056,91.6419,41.86,44,5,4.25
403,Nanyang,CN,2021-09-25 14:55:28,32.9947,112.5328,65.77,91,100,18.14
404,Tautira,PF,2021-09-25 14:55:45,-17.7333,-149.15,75.22,77,21,9.22
405,Hambantota,LK,2021-09-25 14:57:03,6.1241,81.1185,84.54,74,75,6.91
406,Cesme,TR,2021-09-25 14:57:03,38.3228,26.3064,73.47,57,0,13.87
407,Yarmouth,US,2021-09-25 14:57:03,41.7057,-70.2286,72.1,93,90,5.01
408,Kastamonu,TR,2021-09-25 14:57:03,41.5,33.6667,54.79,54,33,8.05
409,Sawara,JP,2021-09-25 14:57:03,35.8833,140.5,73.9,83,75,5.75
410,Aginskoye,RU,2021-09-25 14:57:04,51.1,114.53,57.49,80,100,19.26
411,Virginia Beach,US,2021-09-25 14:52:46,36.8529,-75.978,75.25,62,20,5.75
412,Port Hedland,AU,2021-09-25 14:56:17,-20.3167,118.5667,73.45,73,9,12.66
413,Hami,CN,2021-09-25 14:55:43,42.8,93.45,62.53,15,2,9.15
414,Grindavik,IS,2021-09-25 14:56:38,63.8424,-22.4338,46.87,66,75,17.27
415,Liberal,US,2021-09-25 14:57:04,37.0431,-100.921,61.16,45,5,9.86
416,Pisco,PE,2021-09-25 14:57:04,-13.7,-76.2167,64.02,82,20,8.05
417,Willowmore,ZA,2021-09-25 14:57:05,-33.2926,23.4895,86.14,10,95,11.9
418,Kuching,MY,2021-09-25 14:57:05,1.55,110.3333,77.22,88,40,0.0
419,Bitung,ID,2021-09-25 14:57:05,1.4451,125.1824,77.85,83,100,12.15
420,Fairbanks,US,2021-09-25 14:56:59,64.8378,-147.7164,31.23,94,100,0.92
421,Warmbad,NA,2021-09-25 14:57:05,-28.45,18.7333,93.27,5,78,13.33
422,Havre-Saint-Pierre,CA,2021-09-25 14:57:05,50.2334,-63.5986,57.56,100,90,3.44
423,Mitsamiouli,KM,2021-09-25 14:57:06,-11.3847,43.2844,82.69,69,40,5.75
424,Seoul,KR,2021-09-25 14:54:47,37.5683,126.9778,71.04,83,0,4.61
425,Ipixuna,BR,2021-09-25 14:57:06,-1.7625,-48.8043,85.95,45,99,4.18
426,Nuqui,CO,2021-09-25 14:57:06,5.7125,-77.2708,77.94,85,100,2.24
427,Qasigiannguit,GL,2021-09-25 14:57:07,68.8193,-51.1922,18.48,71,12,2.86
428,Ojinaga,MX,2021-09-25 14:57:07,29.5667,-104.4167,79.75,34,1,10.36
429,Lalmohan,BD,2021-09-25 14:57:07,22.3384,90.7419,82.85,83,92,9.75
430,Little Current,CA,2021-09-25 14:57:07,45.9793,-81.9248,57.25,84,100,15.88
431,Jumla,NP,2021-09-25 14:57:07,29.2747,82.1838,60.26,91,77,2.24
432,Mersing,MY,2021-09-25 14:57:08,2.4312,103.8405,76.91,88,64,5.75
433,Telimele,GN,2021-09-25 14:57:08,10.9167,-13.3333,83.59,67,100,3.22
434,Asilah,MA,2021-09-25 14:57:08,35.465,-6.0348,76.96,66,0,9.82
435,San Vicente,AR,2021-09-25 14:57:09,-26.6167,-54.1333,79.3,24,0,2.21
436,Lagoa,PT,2021-09-25 14:57:09,39.05,-27.9833,70.61,86,100,11.05
437,Bambous Virieux,MU,2021-09-25 14:55:20,-20.3428,57.7575,72.21,78,40,13.8
438,Buala,SB,2021-09-25 14:57:09,-8.145,159.5921,79.97,83,13,7.61
439,Whitecourt,CA,2021-09-25 14:57:09,54.1502,-115.6855,51.04,87,90,3.44
440,Payo,ID,2021-09-25 14:57:10,-3.7508,103.6372,74.46,96,99,2.21
441,Shingu,JP,2021-09-25 14:57:10,33.7333,135.9833,74.91,89,99,8.23
442,San Quintin,MX,2021-09-25 14:57:10,30.4833,-115.95,67.69,81,51,4.16
443,Cabedelo,BR,2021-09-25 14:56:04,-6.9811,-34.8339,83.07,70,52,15.43
444,Cururupu,BR,2021-09-25 14:57:10,-1.8283,-44.8683,89.53,53,59,9.73
445,Rapid Valley,US,2021-09-25 14:57:11,44.0625,-103.1463,71.64,37,9,2.86
446,San Rafael,AR,2021-09-25 14:57:11,-34.6177,-68.3301,75.34,23,0,15.84
447,Cockburn Town,TC,2021-09-25 14:57:07,21.4612,-71.1419,85.96,62,40,5.75
448,Anloga,GH,2021-09-25 14:57:11,5.7947,0.8973,86.22,83,99,10.78
449,Ormara,PK,2021-09-25 14:57:11,25.2088,64.6357,82.08,80,25,11.41
450,Kushalgarh,IN,2021-09-25 14:57:11,23.199,74.4507,77.41,88,97,9.53
451,Buraydah,SA,2021-09-25 14:57:12,26.326,43.975,102.65,12,5,7.49
452,Limbang,MY,2021-09-25 14:57:12,4.75,115.0,80.71,96,100,1.59
453,Yuzhnyy,RU,2021-09-25 14:57:12,53.2542,83.6936,44.98,49,75,8.95
454,Qaqortoq,GL,2021-09-25 14:57:12,60.7167,-46.0333,40.66,40,0,4.16
455,Puerto Cabezas,NI,2021-09-25 14:57:13,14.0351,-83.3888,76.96,94,75,4.61
456,Kajaani,FI,2021-09-25 14:57:13,64.2273,27.7285,46.45,93,90,1.14
457,Mitu,CO,2021-09-25 14:57:13,1.1983,-70.1733,78.89,72,100,3.69
458,Askiz,RU,2021-09-25 14:57:13,53.1319,90.5264,37.06,74,100,5.08
459,Damietta,EG,2021-09-25 14:57:14,31.4165,31.8133,78.69,56,0,12.33
460,Manaure,CO,2021-09-25 14:57:14,11.7751,-72.4445,89.74,56,13,15.66
461,Flower Mound,US,2021-09-25 14:52:47,33.0146,-97.097,78.26,60,1,1.01
462,Lavumisa,SZ,2021-09-25 14:57:14,-27.31,31.892,87.42,31,19,10.92
463,Baoro,CF,2021-09-25 14:57:14,5.6667,15.9667,78.26,79,97,4.5
464,Roald,NO,2021-09-25 14:57:15,62.5833,6.1333,55.9,71,75,16.11
465,Berbera,SO,2021-09-25 14:57:15,10.4396,45.0143,89.92,63,93,1.54
466,Asyut,EG,2021-09-25 14:57:15,27.181,31.1837,87.98,20,0,12.21
467,Mendi,PG,2021-09-25 14:57:15,-6.1761,143.6513,54.0,97,40,2.57
468,Maldonado,UY,2021-09-25 14:57:16,-34.6667,-54.9167,63.79,71,78,8.43
469,Manicore,BR,2021-09-25 14:57:16,-5.8092,-61.3003,87.93,56,100,4.61
470,Kalianget,ID,2021-09-25 14:57:16,-7.05,113.9333,81.84,75,26,14.43
471,Kysyl-Syr,RU,2021-09-25 14:57:16,63.8986,122.7617,32.22,81,13,5.1
472,Phalaborwa,ZA,2021-09-25 14:57:17,-23.943,31.1411,90.68,20,0,7.2
473,Pleasanton,US,2021-09-25 14:57:17,37.6624,-121.8747,61.0,89,0,2.64
474,Adrar,MR,2021-09-25 14:57:17,20.5022,-10.0711,101.17,18,80,3.85
475,Luganville,VU,2021-09-25 14:57:17,-15.5333,167.1667,75.88,89,68,6.67
476,Westerland,DE,2021-09-25 14:57:18,54.9079,8.3033,64.42,77,40,6.91
477,Vilcun,CL,2021-09-25 14:57:18,-38.65,-72.2333,48.94,66,81,11.5
478,Oda,JP,2021-09-25 14:57:18,35.1833,132.5,66.78,89,86,7.29
479,Rees,DE,2021-09-25 14:57:18,51.7667,6.4,75.29,65,38,3.78
480,Sabya,SA,2021-09-25 14:57:19,17.1495,42.6254,91.02,59,31,8.37
481,Zhob,PK,2021-09-25 14:57:19,31.3411,69.4481,83.14,31,0,5.61
482,Sao Jose De Ribamar,BR,2021-09-25 14:57:19,-2.5619,-44.0542,89.98,64,79,14.9
483,Katsuura,JP,2021-09-25 14:55:30,35.1333,140.3,71.19,70,100,16.55
484,Tambura,SS,2021-09-25 14:57:19,5.6,27.4667,74.21,79,98,0.78
485,Kalabo,ZM,2021-09-25 14:57:20,-14.97,22.6814,95.61,8,4,8.77
486,Tucurui,BR,2021-09-25 14:57:20,-3.7661,-49.6725,96.6,37,55,5.57
487,Jalu,LY,2021-09-25 14:57:20,29.0331,21.5482,83.71,27,0,11.23
488,Santiago De Cuba,CU,2021-09-25 14:57:20,20.0247,-75.8219,85.51,59,9,3.51
489,Kupang,ID,2021-09-25 14:57:20,-10.1667,123.5833,77.83,75,70,10.76
490,Tatishchevo,RU,2021-09-25 14:57:21,51.6703,45.5953,54.91,62,87,4.45
491,Bida,NG,2021-09-25 14:57:21,9.0833,6.0167,88.39,59,73,5.26
492,Meulaboh,ID,2021-09-25 14:57:21,4.1363,96.1285,78.73,87,99,5.61
493,Saint-Pierre,RE,2021-09-25 14:57:21,-21.3393,55.4781,73.08,67,0,28.77
494,Pendleton,US,2021-09-25 14:57:14,45.6721,-118.7886,71.56,27,2,4.18
495,La Peca,PE,2021-09-25 14:57:22,-5.6111,-78.435,78.24,58,57,3.47
496,Union,US,2021-09-25 14:57:22,40.6334,-74.2663,74.68,57,1,0.0
497,Vostok,RU,2021-09-25 14:57:22,46.4856,135.8833,46.36,76,100,2.91
498,Port Augusta,AU,2021-09-25 14:55:09,-32.5,137.7667,55.54,71,7,6.91
499,Lerwick,GB,2021-09-25 14:57:22,60.1545,-1.1494,57.2,91,100,19.1
500,Gap,FR,2021-09-25 14:57:23,44.6667,6.0,65.84,51,62,6.4
501,Kangaatsiaq,GL,2021-09-25 14:57:23,68.3065,-53.4641,25.39,80,38,10.31
502,Constitucion,CL,2021-09-25 14:54:46,-35.3333,-72.4167,57.11,77,98,6.4
503,Praia Da Vitoria,PT,2021-09-25 14:57:23,38.7333,-27.0667,73.65,88,75,18.72
504,Zhigansk,RU,2021-09-25 14:57:23,66.7697,123.3711,35.73,76,100,12.86
505,Jiuquan,CN,2021-09-25 14:57:24,39.7432,98.5174,61.23,29,100,4.32
506,Rio Gallegos,AR,2021-09-25 14:57:24,-51.6226,-69.2181,42.85,61,75,11.5
507,Xunchang,CN,2021-09-25 14:57:24,28.4543,104.715,78.93,78,3,2.3
508,Birao,CF,2021-09-25 14:57:24,10.2849,22.7882,83.16,72,99,2.93
509,Shiyan,CN,2021-09-25 14:57:24,32.6475,110.7781,71.4,96,100,5.57
510,Carballo,ES,2021-09-25 14:57:25,43.213,-8.691,72.55,73,77,4.25
511,Mariental,NA,2021-09-25 14:57:25,-24.6333,17.9667,94.66,7,1,1.34
512,Yukhnov,RU,2021-09-25 14:57:25,54.7444,35.2297,48.63,96,100,8.28
513,Pemba,MZ,2021-09-25 14:57:25,-12.974,40.5178,81.3,78,20,13.0
514,Svetlaya,RU,2021-09-25 14:57:26,46.5389,138.3297,53.33,73,95,4.03
515,Fuengirola,ES,2021-09-25 14:57:26,36.54,-4.6247,83.35,46,20,6.91
516,Monterey,US,2021-09-25 14:57:26,36.2505,-121.2516,61.11,44,0,0.54
517,Batamshinskiy,KZ,2021-09-25 14:57:26,50.5594,58.2747,60.78,24,100,11.88
518,Gizo,SB,2021-09-25 14:57:27,-8.103,156.8419,81.34,80,16,6.04
519,Darovskoy,RU,2021-09-25 14:57:27,58.77,47.9564,44.04,97,100,5.41
520,Bjornevatn,NO,2021-09-25 14:57:27,69.6672,29.9847,46.74,100,75,0.0
521,Surt,LY,2021-09-25 14:55:07,31.2089,16.5887,78.15,54,0,12.37
522,Say,NE,2021-09-25 14:57:27,13.1007,2.3689,99.16,27,4,8.95
523,Russell,US,2021-09-25 14:57:27,32.3502,-85.1999,74.97,75,50,0.92
524,Cidreira,BR,2021-09-25 14:57:28,-30.1811,-50.2056,65.91,71,10,6.58
525,Palmer,US,2021-09-25 14:57:28,42.1584,-72.3287,70.77,75,50,0.98
526,Tamsalu,EE,2021-09-25 14:57:28,59.1586,26.1153,49.59,85,51,9.91
527,Cimislia,MD,2021-09-25 14:57:28,46.52,28.7842,68.67,40,6,8.75
528,Aden,YE,2021-09-25 14:56:34,12.7794,45.0367,86.99,70,10,3.15
529,Erzin,TR,2021-09-25 14:57:29,36.9559,36.2,84.72,36,0,1.97
530,Kushiro,JP,2021-09-25 14:57:29,42.975,144.3747,50.7,86,1,4.52
531,Zhangye,CN,2021-09-25 14:57:29,38.9342,100.4517,65.35,32,100,9.8
532,Timra,SE,2021-09-25 14:57:29,62.487,17.3257,56.91,47,4,18.41
533,Vuktyl,RU,2021-09-25 14:57:30,63.8567,57.3094,44.98,58,93,15.23
534,Show Low,US,2021-09-25 14:57:30,34.2542,-110.0298,64.71,57,20,6.91
535,Dalby,AU,2021-09-25 14:57:30,-27.1833,151.2667,56.1,44,85,8.01
536,Bandarbeyla,SO,2021-09-25 14:57:00,9.4942,50.8122,86.09,54,46,19.24
537,Troitsk,RU,2021-09-25 14:54:57,54.0979,61.5773,54.0,28,100,9.4
538,Ruteng,ID,2021-09-25 14:57:30,-8.6136,120.4721,63.28,94,91,2.57
539,Astoria,US,2021-09-25 14:54:04,46.1879,-123.8313,57.85,95,90,1.01
540,Sao Jose Da Coroa Grande,BR,2021-09-25 14:57:30,-8.8978,-35.1478,79.83,76,24,12.46
541,Georgiyevka,KZ,2021-09-25 14:57:31,43.0369,74.7114,60.84,25,0,4.47
542,North Platte,US,2021-09-25 14:57:31,41.1239,-100.7654,60.03,63,78,5.99
543,Arauca,CO,2021-09-25 14:57:31,7.0847,-70.7591,76.84,89,95,4.07
544,Amga,RU,2021-09-25 14:57:31,60.8953,131.9608,33.78,86,94,3.56
545,Welkom,ZA,2021-09-25 14:57:32,-27.9864,26.7066,90.36,12,3,2.39
546,Kuju,IN,2021-09-25 14:57:32,23.7167,85.5,81.34,71,91,2.73
547,Jinxi,CN,2021-09-25 14:57:32,30.4323,116.2922,79.79,76,100,3.94
548,Kungurtug,RU,2021-09-25 14:57:32,50.5994,97.5228,27.63,91,100,2.86
549,Marovoay,MG,2021-09-25 14:57:33,-16.1,46.6333,84.34,33,22,9.42
550,Huayang,CN,2021-09-25 14:57:33,34.4155,109.9939,57.04,100,100,3.53
551,Bireun,ID,2021-09-25 14:57:33,5.203,96.7009,79.88,82,50,2.84
552,Batagay,RU,2021-09-25 14:57:33,67.6333,134.6333,32.95,82,100,4.34
553,Chake Chake,TZ,2021-09-25 14:57:34,-5.2459,39.7666,77.76,74,23,11.63
554,Komsomolets,KZ,2021-09-25 14:57:34,53.7453,62.0708,54.86,25,99,9.93
555,Broken Hill,AU,2021-09-25 14:57:34,-31.95,141.4333,47.91,49,3,6.91
556,Colesberg,ZA,2021-09-25 14:57:34,-30.72,25.0972,86.22,8,86,15.43
557,Axim,GH,2021-09-25 14:57:34,4.8699,-2.2405,81.05,74,87,9.24
558,Lazi,UA,2021-09-25 14:57:35,48.0667,24.2333,59.0,75,23,3.13
559,Harnosand,SE,2021-09-25 14:57:35,62.6323,17.9379,57.22,62,4,18.88
560,Yenagoa,NG,2021-09-25 14:57:35,4.9247,6.2642,78.96,81,94,5.79
561,Hue,VN,2021-09-25 14:57:35,16.4667,107.6,82.51,83,40,5.75
562,Mogok,MM,2021-09-25 14:57:36,22.9167,96.5,66.54,96,6,1.79
563,Westport,US,2021-09-25 14:57:36,41.1415,-73.3579,73.94,64,24,1.99
564,Riachao Das Neves,BR,2021-09-25 14:57:36,-11.7461,-44.91,94.24,29,0,6.69
565,Ola,RU,2021-09-25 14:57:36,59.5833,151.2833,41.74,89,42,0.72
566,Yulara,AU,2021-09-25 14:55:37,-25.2406,130.9889,69.64,13,5,8.05
567,Mwingi,KE,2021-09-25 14:57:37,-0.9344,38.0601,79.07,39,90,12.93
568,Pecos,US,2021-09-25 14:57:37,31.4229,-103.4932,70.83,45,1,6.91
569,Ponta Delgada,PT,2021-09-25 14:57:37,37.7333,-25.6667,74.12,78,40,13.8
570,Oliveira Dos Brejinhos,BR,2021-09-25 14:57:37,-12.3169,-42.8961,92.84,26,0,5.37
571,Piedade,BR,2021-09-25 14:57:38,-23.7119,-47.4278,78.84,44,39,4.14
572,Bilibino,RU,2021-09-25 14:54:59,68.0546,166.4372,30.36,97,100,9.37
573,Chapais,CA,2021-09-25 14:57:23,49.7834,-74.8492,53.38,57,15,10.47
574,Knin,HR,2021-09-25 14:57:38,44.0439,16.2,75.07,45,0,4.61
575,Usoke,TZ,2021-09-25 14:57:38,-5.1667,32.35,89.22,19,82,3.78
576,Landeck,AT,2021-09-25 14:57:38,47.1301,10.5636,72.75,34,3,1.28
577,Southbridge,US,2021-09-25 14:57:39,42.0751,-72.0334,71.02,64,22,1.9
578,Yurginskoye,RU,2021-09-25 14:57:39,56.8189,67.3921,42.69,72,5,12.01
579,Hamilton,US,2021-09-25 14:57:39,39.1834,-84.5333,61.86,84,100,1.99
580,Clyde River,CA,2021-09-25 14:57:39,70.4692,-68.5914,28.63,86,75,0.0
581,Komsomolskiy,UZ,2021-09-25 14:57:40,40.4272,71.7189,74.12,27,0,4.61
582,Karratha,AU,2021-09-25 14:57:40,-20.7377,116.8463,73.27,61,0,17.6
